-5,32.626,59.827
-4,35.212,70.177
-3,33.006,60.909
-2,29.746,66.421
-1,37.841,73.548
0,36.513,61.369
1,34.671,56.006
2,31.315,61.423
3,52.01,53.876
4,47.694,59.58
5,53.566,41.099
6,59.064,43.877
7,61.813,46.854
8,66.663,30.407
9,64.286,33.217
10,65.325,32.31
11,72.869,28.763
12,71.656,23.398
13,77.411,19.866
