-25,48.485,0.90745,0.98321,116,0.47254,1.0056,-22.497,2.6655,6.4579e+05,1.2949e+12,155.77,-2.498e-16,155.27,-150.63,37.739,135.04,309.04,4666,-2941.1,-1478.7,1473.5,74011,265.41,313.36,174.98,98.254,366.91,399.29,613.8,235.91,91.347,168.19,10.703,52.085,506.35,233.97,232.97,320.93,329.16,475.1,284.64,229.82,226.26,259.59,205.04,264.13,332.74,83.75,145.32,447.86,325.63,241.24,32.384,246.19,481.89,78.821,245.74,120.48,127.52,66.678,513.93,202.75,162.66,288.89,151.36,476.06,294.18,191.98,207.11,132.71,35.642,239.99,184.08,468.04,283.51,247.35,172.23,146.89,570.94,14.611,58.702,263.75,176.59,206,226.54,91.468,244.56,104.78,274.85,146,244.73,12.76,191.55,200.62,329.49,172.9,287.49,191.4,198.45,421.79,367.38,96.004,33.545,481.7,265.89,303.03,239.98,464.13,221.9,465.9,234.61,275.17,260.2,525.85,177.37,305.16,382.54,240.57,127.81,159.33,184.55,196.21,168.54,62.957,209.28,143.92,452.37,242.65,131.79,212.35,385.23,189.78,324.41,249.08,177.89,163.77,323.98,245.59,5
-25,26.086,0.80958,0.84747,98,0.51258,0.9958,-200,1.8878,7.1713e+05,1.2348e+12,159.27,1.4754e-15,158.89,266.21,-41.476,-30.239,-99.181,-579.41,-832.92,-3851.5,178.2,71894,261.39,218.03,105.44,79.908,286.6,240.74,147.55,397.36,149.82,109.8,449.44,382.54,207.02,512.09,380.78,348.59,434.89,19.46,400.48,321.77,257.88,60.491,55.217,414.89,215.77,49.917,225.23,255.92,457,332.96,314.93,641.63,167.81,44.62,279.15,564.51,555.07,212.47,238.26,67.451,250.47,135.36,428.05,133.34,345.57,221.79,299.59,144.82,144.55,437.14,277.65,520.6,278.56,263.03,112.43,442.41,51.982,61.537,312.81,426.99,265.13,240.17,255.17,436.72,116.02,246.94,159.06,185.53,300.84,478.04,463.54,329.19,292.87,396.68,70.058,320.84,757.11,229.68,95.993,352.37,162.76,215,93.426,158.41,396.07,409.61,322.66,134.68,140.7,293.1,313.23,403.35,189.04,168.27,332.97,330.68,182.77,175.14,160.58,310.01,179.24,411.73,432.23,50.334,268.91,461.81,277.67,108.7,211.25,240.71,219.54,262.44,356.54,239.74,381.26,85.626,5
-25,57.541,0.6283,0.99124,71,0.50249,0.99341,-200,2.439,7.7102e+05,1.5305e+12,148.05,2.0123e-15,146.34,594.91,19.661,75.434,-203.91,5030.5,-4801.9,669.88,697.79,67580,117.05,277.22,193.4,90.548,294.26,213.62,185.76,303.19,340.8,431.02,237.65,501.93,179.6,155.46,135.32,101.18,308.52,486.59,397.37,299.9,209.82,349.65,350.73,131.47,169.98,319.92,358.33,343.82,181.85,291.03,318.62,129.86,264.5,392.91,270.41,226.5,83.392,189.6,235.69,391.21,274.97,415.67,289.32,181.07,462.8,62.051,279.76,143.62,220.74,322.39,142.37,92.967,150.65,334.7,136.84,165,504.89,169.22,213.69,223.36,539.19,327.48,238.95,111.01,332.02,100.6,349.98,27.412,293.77,109.03,215.92,362.31,201.55,392.38,236.48,436.44,214.89,142.21,166.77,286.08,99.64,148.56,266.45,114.99,410.15,82.248,237,189.83,457.94,328.18,137.24,177.26,228.43,247.38,176.18,90.761,226.96,205.37,661.93,291.21,193.56,506.58,450.53,247.82,301.41,309.16,17.39,362.23,393.11,171.03,86.975,34.3,398.98,388.77,262.76,217.43,5
-25,45.847,0.75178,0.97683,11,0.74314,1.006,-22.199,1.6644,6.7504e+05,1.5435e+12,153.96,1.36e-15,153.64,228.2,-99.555,147.96,63.748,-1043.7,366.22,-996.93,3180.6,75605,113.18,164.16,233.72,160.52,205.65,61.796,92.246,152.13,272.96,152.99,386.93,186.63,476.28,194.81,83.826,377.85,243.41,44.238,329.34,486.81,125.17,399.12,300.18,210.62,112.56,173.45,33.019,118.95,273.77,196.37,438.72,114.24,568.85,326.67,274.65,138.13,153.19,147.65,87.221,284.32,194.46,304.91,436.24,158.6,56.09,51.312,211.94,169.96,98.666,327.23,261.41,422.34,101.18,315.57,17.375,393.46,285.42,382.44,54.406,121.65,107.39,529.89,80.645,296.74,169.21,324.07,138.46,219.58,322.42,347.14,91.482,104.17,161.07,309.96,242.03,389.91,213.25,339.29,273.21,445.1,147.53,294.33,84.317,251.08,475.58,179.89,140.73,356.55,159.39,467.64,198.66,326.32,85.893,361.51,206.65,45.182,49.053,232.91,64.414,141.34,523.72,290.13,449.79,208.19,383.98,221.09,356.23,312.11,291.45,56.618,294.38,226.22,335.35,176.12,326.67,204.52,5
-25,37.368,0.5363,0.94565,74,0.43546,0.99914,-200,1.5948,5.1979e+05,7.6453e+11,158.27,-3.9135e-15,157.91,167,88.306,247.45,-189,-9975.1,819.37,-2253.3,2420.3,65145,166.7,137.12,207.23,425.91,79.593,66.431,494.1,308,415.33,374.03,131.83,190.85,435.56,240.52,412.57,252.5,173.54,222.43,258.2,315.64,316.23,101.31,497.58,148.01,47.63,124.44,473.77,60.285,209.44,243.37,205.3,199.26,75.489,9.7287,97.913,106.06,96.727,370.03,152.02,322.55,452.05,143.69,80.045,328.68,153.07,88.725,249.26,151.8,316.07,358.77,452.74,230.87,178.27,346.49,126.74,182.94,132.27,102.14,311.85,134.34,33.457,268.92,120.91,317.43,280.84,372.87,251.58,371.39,72.656,308.38,234.49,123.74,251.22,267.27,226.12,70.501,150.75,223.09,275.54,345.78,437.39,683.84,244.65,75.58,95.327,63.951,190.91,41.503,85.589,121.1,400.65,369.4,256.71,393.86,212.08,225.09,174.46,365.76,254.96,215.47,14.953,536.13,263.28,174.26,158.93,183.82,130.53,162.68,238.74,303.27,235.04,160.4,317.32,207.3,155.32,461.74,5
-25,39.123,0.45614,0.91543,84,0.5758,1.0057,-22.459,2.0133,5.4906e+05,7.5207e+11,147.17,-1.8041e-15,146.94,-310.23,33.966,182.56,64.088,742.76,-2281.6,-271.98,-2455,59046,232.27,174,221.6,326.39,363.03,129.08,192.9,315.55,158.95,216.69,299.66,237.31,469.3,445.56,180.97,410.38,274.21,238.95,220.49,304.22,397.39,101.41,239.86,195.32,89.186,223.06,145.84,48.419,79.846,240,135.21,236.04,257.11,145.94,297.25,452.3,324.59,194.92,167.25,315.53,162.37,268.48,565.19,183.19,368.44,95.071,94.275,141.66,269.2,116.36,331.96,193.3,434.88,69.928,300.64,303.7,242.41,66.587,89.372,486.51,284.9,140.81,246.7,306.1,248.51,186.04,253.52,327.73,26.405,209.97,413.6,91.166,139.63,60.881,138.93,297.76,229.03,128.43,221.49,560.76,194.02,159.88,362.27,439.94,619.94,640.14,208.07,52.97,254.44,35.596,230.63,239.22,260.96,167.6,233.56,165.4,228.18,47.444,178.4,285.99,342.48,140.55,165.97,142.46,120.3,38.615,264.5,222.2,221.23,347.32,51.864,300.98,171.76,323.51,83.624,140.25,5
-25,49.423,0.62452,0.97862,115,0.5142,0.99985,-200,2.3785,1.1267e+06,2.1838e+12,174.1,-2.6645e-15,172.57,-493.17,94.126,-187.25,-439.75,-4177.5,-1266.1,-4332.8,2187.7,89360,157.02,220.16,163.62,291.44,84.773,335.76,379.58,205.5,92.311,514.05,311.43,48.26,221.4,534.14,228.56,331.73,207.71,250.81,351.55,179.99,346.59,260.69,399.78,259.98,171.88,380.34,255.64,155.47,464.49,384.18,300.88,67.87,376.49,159.53,219.61,102.68,195.8,162.84,131.64,173.91,410.97,140.58,52.774,191.03,84.649,443,77.313,288.48,310.43,206.26,440.11,332.35,152.51,283.21,358.97,213.81,264.96,193.3,217.17,449.51,202.47,296.9,705.96,258.95,22.088,183.18,392.48,455.85,153.98,113.02,228.19,178.18,78.492,162.34,156.48,347.95,137,580.44,81.052,721.38,518.63,237.66,129.03,258.06,257.28,294.16,232.09,260.37,463.94,560.24,337.07,246.27,216.16,395.29,365.12,99.196,263.87,220.57,253.63,486.22,272.62,262.93,142.41,366.99,478.57,298.6,276.73,172.33,555.44,298.64,221.61,649.66,251.53,131.92,336.1,303.88,5
-25,51.091,1.4844,0.97263,70,0.47833,0.99668,-200,1.8915,6.7701e+05,9.655e+11,163.24,-2.0123e-15,162.47,357.54,-99.609,94.201,-76.796,-10579,-3562.4,1298.1,2842.1,73115,177.87,290.6,242.37,183.93,457.12,144.74,182.37,209.67,100.6,475.13,275.24,369.45,296.55,302.62,164.96,220.42,53.751,151.97,124.93,368.82,362.67,87.855,172.24,398.34,237.69,71.019,62.153,290.85,265.37,162.8,27.657,128.67,164.52,502.99,76.882,203.11,209.13,143.93,263.08,345.59,198.44,290.91,109.69,256.78,134.14,160.77,251.68,68.889,89.109,183.58,449,35.209,353.53,519.12,420.52,162.51,169.54,332.97,410.95,262.69,344.49,490.19,214.87,191.67,214.88,87.239,104.85,66.805,197.43,74.782,74.017,288.6,448.14,202.8,231.36,219.03,306.71,111.38,93.037,191.39,565.86,449.61,384.3,288.37,708.43,250.14,143.67,196.86,388.47,365.67,40.988,365.28,79.21,371.29,404.37,103.11,191.66,47.811,507.46,331.98,216.61,31.545,203.4,159.91,230.84,272.52,456.28,224.14,213.74,576.24,52.46,98.2,114.6,358.04,302.08,144.34,5
-25,32.478,0.81637,0.84331,102,0.50227,1.0052,-22.831,2.4935,8.3796e+05,1.143e+12,147.4,-9.3675e-16,146.76,-251.59,-80.973,-34.1,47.439,1056,-1002.2,523.75,-1138.4,63362,174.67,304.75,338.29,133.94,39.954,180.34,208.1,476.24,114.68,79.241,249.03,174.86,166.46,278.53,417.54,238.03,221.27,53.185,478.19,199.71,269.75,241.02,177.35,550.25,122.93,201.82,93.792,205.82,50.286,312.79,237.78,249.45,321.9,231.27,590.49,290.04,375.79,268.31,109.06,402.92,236.63,136.54,277.67,288.49,216.59,176.23,380.94,246.49,462.81,143.47,137.64,378.19,154.62,449.25,407.74,97.469,311.63,150.38,183.02,238.34,315.59,314.7,155.37,133.82,400.71,254.67,45.864,328.61,166.5,71.882,226.05,534.98,317.65,255.73,225.2,223.48,115.63,253.1,228.77,307.72,409.58,252.25,156.15,89.163,228.43,130.96,334.54,472.43,302.55,323.68,133.75,130.28,383.35,193.59,175.86,92.19,169.34,370.61,83.665,345.99,76.673,146.72,354.63,142.48,455.05,231.78,376.35,495.16,175.45,161.87,155.38,262.07,309.02,197.51,205.1,371.92,5
-25,38.982,0.75849,0.88076,58,0.49871,1.0046,-23.389,3.6606,1.1804e+06,1.3389e+12,149.49,-9.7145e-17,148.49,232.34,95.295,184.55,-22.75,-1709.9,1363.2,-187.59,-456.16,67341,406.9,122.67,174.02,215.29,212.74,90.535,161.85,526.75,107.95,239.45,80.03,326.94,107.1,84.519,289.81,347.28,177.2,140.15,174.03,249.26,161.77,381.84,166.09,385.91,121.93,235.58,168.92,174.01,107.13,268.62,349.61,469.81,436.93,36.572,345.72,351.85,160.56,455.85,79.307,5.7831,274.83,49.068,104.97,286.34,39.294,445.17,166.08,184.91,490.59,133.82,263.29,203.74,78.032,96.603,546.42,263.95,684.88,100.34,187.68,168,235.52,360.22,167.84,170.38,208.19,436.39,483.58,208.77,335.47,128.3,340.7,202.13,212.98,312.46,272.53,209.01,117.01,188.33,241.26,351.43,198.28,267.21,42.518,339.95,91.11,360.21,121.68,185.6,191.04,463.6,507.13,282.52,310.04,304.03,514.21,164.14,250.58,179.81,235.28,164.55,217.39,324.42,166.06,257.29,239.58,103.22,292.05,308.56,227.01,157.76,146.02,169.71,139.27,215.62,302.05,86.776,5
