-25,41.12,1.2655,0.98362,59,0.45495,1.2978,4.9564e+05,7.7445e+11,154.12,2.1996e-15,153.76,-36.592,148.64,-111.9,169.56,-9985.5,-417.32,412.33,-754.51,70868,160.27,144.57,123.46,292.17,177.25,417.02,415.21,342.29,246.83,92.815,156.63,221.76,229.96,286.22,279.09,243.78,57.774,60.074,182.58,316.14,59.803,404.73,367.68,171.71,169.18,515.75,193.51,132.02,84.913,575.38,357.88,320.89,184.24,159.81,227.73,634.56,205.03,272.56,192.96,294.84,323.61,213.92,316.93,128.37,344.89,129.79,114.01,180.95,116.01,263.17,129.97,126.81,369.65,236.79,284.1,328.78,324.83,183.47,190.01,202.99,132.43,257.54,295.9,294.07,279.03,196.52,300.77,487.49,441.92,172.73,195.62,233.19,118.64,228,257.35,159.59,100.28,111.64,306.56,199.23,404.6,251.14,107.46,171.66,193.72,209.28,54.459,394.48,340.03,165.47,329.59,81.073,120.44,212.88,273.53,257.09,133.38,388.3,96.301,118.44,193.46,343.48,223.82,148.18,183.97,85.571,224.41,201.49,469.37,378.22,314.03,104.21,539.15,234.76,202.5,328.96,4
-25,37.879,0.74407,0.99122,130,0.51593,2.7524,8.8827e+05,1.5216e+12,150.12,-4.1633e-16,148.55,173.4,-106.82,-282.31,312,155.21,3718.9,2342.3,-2317.3,72083,150.98,372.32,329.04,205.69,162.05,352.82,560.44,318.29,141.13,307.6,601.81,328.85,99.285,203.34,175.96,108.28,164.62,240.15,282.87,262.62,191.6,265.61,285.84,112.32,189.2,205.43,108.26,494.65,385.3,165.12,415.18,133.14,159.08,190.25,150.4,192.93,249.37,203.74,127.84,65.462,231.74,151.48,312.1,128.26,249.61,388.89,366.89,197.48,13.394,171.58,329.68,473.13,328.33,463.52,232.83,254.88,152.11,386.36,214.07,320.08,171.76,161.64,93.952,144.29,160.42,354.69,167.81,169.53,262.19,154.92,175.48,78.058,92.337,368.64,208.93,477.25,181.64,177.31,165.85,86.912,279.51,241.69,393.89,169.73,313.97,143.08,214.89,283.52,399.68,92.937,82.384,428.72,422.02,215.35,447.08,264.82,370.48,186.97,243.56,406.83,108.81,198.98,495.76,292.83,221.9,372.99,506.41,376.36,341.95,368.07,213.78,312.31,461.32,202.25,212.62,307.74,4
-25,39.342,1.5594,0.92415,119,0.54659,2.1885,7.7162e+05,1.2566e+12,151.42,1.6931e-15,150.07,-169.99,-64.004,-188.77,-139.86,4923.5,-2697.2,587.06,-361.58,71367,147.69,601.08,177.58,393.12,197.86,403.69,135.39,160.53,242.38,120.42,43.43,174.02,233.82,169.52,289.5,249.99,221.04,246.87,353.32,207.59,476.09,137.16,22.954,97.382,190.16,299.28,129.85,137,340.01,75.912,365.25,281.93,331.51,449.17,107.49,170.88,222.23,287.54,338.94,328.84,288.61,258.78,335.29,268.19,224.64,343.92,123.77,172.92,355.5,347.98,257.85,326.66,77.562,263.23,105.92,194.92,301.24,220.38,90.567,241.75,380.76,406.74,86.955,469.56,58.902,213.67,386.78,543.12,421.91,287.68,168.04,31.689,405.72,454.16,122.8,247.29,75.254,69.816,179.73,428.05,158.74,299.71,307.47,115.13,116.24,204.82,207.34,87.415,274.81,338.94,181.84,264.18,21.329,247.85,78.217,291.7,269.73,478.1,350.65,83.747,255.5,311.21,192.85,316.29,507.73,61.23,317.42,157.91,367.55,326.54,411.04,81.334,150.21,211,451.85,62.573,4
-25,37.859,0.60464,0.99551,125,0.53028,2.736,1.3312e+06,2.4061e+12,178.13,-3.7192e-15,177.53,439.06,-73.268,142.8,216.55,-920.61,222.5,1158.6,863.48,88429,123.09,356.02,263.3,442.59,223.92,363.82,365.67,142.13,374.37,169.82,346.42,714.42,390.2,205.22,280.4,72.212,419.96,298.63,330.45,382.68,36.033,128.36,340.43,242.26,87.074,500.27,546.77,193.28,290.62,202.49,34.898,456.69,300.8,432.75,172.41,215.73,374.62,384.42,458.38,408.19,65.151,313.32,255.59,387.29,78.342,151.62,422.17,373.49,472.9,124.29,135.73,395.04,45.225,245.34,300.63,135.74,542.8,368.42,304.43,6.5685,544.16,193.06,242.66,334.76,333.03,197.43,125.5,181.5,156.27,198.45,219.66,235.96,72.01,543.38,465.92,258,389.29,115.04,302.17,256.33,384.79,213.68,338.45,161.13,224.16,337.3,282.21,182.92,228.06,365.2,162.69,232.46,28.835,482.42,256.98,175.26,335.45,492.79,435.24,257.48,284.17,268.55,199.38,260.13,139.04,253.86,363.46,72.317,308.73,119.55,81.113,277.05,76.73,542.95,181.74,112.68,4
-25,34.099,0.43177,0.91092,131,0.55599,2.5513,9.5369e+05,1.8925e+12,160.74,-1.7764e-15,160.5,-178.48,173.85,-92,-75.677,2373.6,-2156.4,1501,-1848.5,79966,68.999,155.07,234.81,336.32,545.94,176.61,161.55,49.139,313.27,113.03,353.13,57.243,132.24,233.92,206.09,171.87,182.52,305.52,129.81,163.4,110.29,298.16,476.54,351.37,92.499,197.17,382.94,226.14,726.27,368.72,247.67,162.67,194.93,364.34,464.84,74.988,86.699,467.56,387.23,207.32,105.38,486.14,190.23,637.41,307.34,339.42,533.46,368.46,317.7,215.15,289.93,23.438,235.04,155.99,309.11,143.75,182.82,105.37,205.09,93.638,156.5,137.84,209.72,234.3,193.82,325.04,304.5,575.57,145.22,170.88,100.97,200.46,346.15,43.152,212.03,142.61,332.93,402.14,324.09,136.22,213.38,48.996,106.37,405.75,73.764,294.4,278.63,482.25,235.36,450.41,222.48,233.83,247.29,230.47,214.46,237.93,275.63,266.71,124.75,216.13,173.93,142.64,152.58,322.08,235.26,177.26,156.07,318.71,330.95,138.97,180.44,355.74,141.36,253.89,580.95,452.17,4
-25,33.078,1.3557,0.95493,123,0.51637,2.7511,9.7401e+05,1.2829e+12,151.22,9.1593e-16,150.36,100.8,4.4045,85.477,-75.532,3959.1,2895.8,-5259.9,-1719.4,64778,55.925,194.32,235.34,419.65,407.23,39.993,297.31,77.11,391.98,243.54,440.22,195.73,138.24,18.597,41.337,262.04,168.27,335.43,297.19,235.44,216.61,252.09,373.05,273.3,436.43,250.52,309.47,441.83,211.25,199.63,89.017,275.64,150.62,154.63,200.98,250.86,333.69,106.55,99.899,173.3,292.53,372.04,330.7,197.1,190.56,58.941,234.69,339.38,172.98,168.05,119.33,244.41,235.17,475.46,366.59,262,194.05,270.06,333.31,171.56,26.906,170.56,248.49,156.15,291.35,586.53,112.5,345.86,79.195,277.8,384.1,314.86,132.81,52.904,594.36,96.217,297.55,260.13,193.52,299.5,117.89,112.01,49.101,138.27,188.54,309.47,309.54,153.99,269.86,152.2,41.903,428.47,331.45,153.4,51.008,129.35,202.06,245.26,200.91,163.6,205.32,90.699,112.75,168.18,177.78,83.383,575.18,165.58,113.81,340.16,157.43,145.83,363.36,503.85,321.19,303.01,4
-25,62.14,1.1257,0.87683,4,0.62069,2.1151,8.6104e+05,1.2111e+12,157.68,1.818e-15,157.24,490.35,-48.064,-5.5589,-317.1,3305.4,-1014.5,-978.79,4219.1,73667,460,248.41,300.86,381.28,250.52,214.39,260.27,114.21,231.6,394.7,346.88,198.83,111.4,257.84,50.558,185.37,228.22,255.11,322.94,337.28,208.39,267.46,310.56,434.83,99.373,70.703,166.68,239.42,455.84,165.06,266.24,59.971,91.541,112.72,426.11,339.82,380.69,200.93,264.7,281.56,146.23,533.57,276.55,569.16,453.28,173.44,231.39,234.93,296.56,295.51,337.95,202.88,170.25,266.72,25.914,263.67,430.41,247.8,106.08,218.99,302.6,159.03,109.31,230.62,124.18,102.22,229.12,293.23,431.1,386.62,156.48,511.92,176.33,237.03,85.712,485.81,328.01,268.68,62.496,69.032,145.26,51.647,167.27,225.2,214.94,221.06,499.04,299.89,99.029,331.17,279.85,381.18,551.98,37.512,451.33,294.08,268.15,278.57,210.41,178.57,296.35,308.99,343.42,353.35,91.067,216.02,124.09,251.06,200.08,176.41,277.03,346.7,284.02,196.76,111.66,367.95,4
-25,29.962,0.56926,0.98026,191,0.46259,2.1623,8.6937e+05,1.4407e+12,151,-2.498e-15,150.33,-204.66,171.71,-112.97,-200.78,-3569.2,608.39,875.67,466.54,65160,227.18,258.75,288.83,394.5,355.35,365.7,348.38,46.312,345.95,240.34,176.3,58.587,436.84,301.64,226.81,63.585,447.87,118.65,94.767,293.49,319.87,116.61,58.413,56.646,69.378,539.37,270.6,184.4,175.82,39.293,84.694,219.86,135.89,287.3,140.07,353.11,272.52,152.2,355.97,112.33,441.87,325.05,214.44,227.04,241.2,345.51,115.57,157.26,331.21,273.17,215.4,87.859,337.63,176.71,542.35,293.42,387.6,269.86,502.27,58.045,88.114,284.62,136.33,293,190.93,434.98,92.874,354.66,64.068,462.37,417.91,107.44,159.54,299.41,284.46,111.81,234.4,345.85,108.18,275.27,450.08,254.7,155.83,379.2,139.42,166.86,359.82,310.22,135.42,286.12,166.69,215.46,259.12,52.912,334.23,427.37,254.36,135.67,255.61,84.995,56.057,133.19,444.08,252.8,246.43,369.07,416.18,467.26,628.11,256.12,195.62,263.36,49.167,439.01,362.52,106.69,4
-25,38.085,0.8094,0.91934,150,0.44214,1.8588,7.7225e+05,1.257e+12,157.94,-2.7027e-15,157.89,383.53,88.198,166.96,58.058,-5744.9,105.01,1459.7,4561.6,74662,234.77,173.23,357.78,168.63,215.94,343.22,486.55,251.68,134.86,161.27,283.08,150.31,379.01,220.65,171.11,324.54,229.78,194.09,192.75,45.836,322.14,150.51,57.306,311.16,123.57,93.061,258.57,218.06,125.62,253.14,365.78,386.51,210.3,339.32,151.51,107.31,284.09,350.75,345.75,223.66,148.35,270.31,197.55,288.95,558.94,260.62,97.05,483.66,441.12,595.67,400.15,226.19,445.29,333.31,655.35,245.61,138.42,354.53,140.86,233.02,331.8,413.05,208.21,450.56,181.87,347.64,409.25,85.142,143.9,162.94,198.33,187.57,156.22,143.65,177.8,327.92,453.74,367.19,220.85,453.85,492.01,308.3,147.65,378,115.2,348.28,258.45,82.507,390.25,503.27,239.4,123.66,257.77,419.3,373.95,105.33,487.19,466.24,223.62,139.18,68.565,530.61,213.48,333.37,170.4,246.54,324.12,201.59,92.832,30.231,230.64,381.94,119.7,283.43,394.81,103.17,4
-25,37.014,0.43689,0.95196,191,0.46682,2.2303,7.7653e+05,1.5697e+12,164.71,4.996e-16,164.45,-123.69,85.407,-160.83,466.89,-3014,-1437.9,-602.44,11.635,80741,519.07,187.51,426.32,248.01,302.68,192.38,273.23,451.52,415.65,155.21,152.81,293.68,355.54,126.52,191.02,433.22,133.8,121.45,213.5,199.97,311.8,227.27,404.62,151.22,278.36,171.68,130.56,101.43,99.916,119.14,304.14,235.68,226.09,347.24,314.69,101.76,133.47,566.64,180.74,249.35,124.17,146.72,562.39,158.13,217.66,189.68,377.79,267.43,254.65,475.93,586.8,201.63,589.25,241.88,317.19,517.41,580.77,55.606,222.25,142.94,186.31,290.74,77.25,504.39,68.925,132.8,453.29,115.46,345.31,211.72,315,229.91,334.79,75.955,298.91,516.64,301.82,144.33,35.073,249.67,554.2,554.01,53.354,424.8,318.82,476.59,292.67,361.7,442.46,54.081,254.04,67.43,219.86,258.9,135.28,411.13,206.92,519.63,414.22,342.01,228.87,211.3,300.97,435.4,222.69,110.15,356.04,161.61,130.6,224.76,16.138,319.19,157.81,204.02,127.59,348.76,4
